# s_m; t_s; f_x_fl_N; f_y_fl_N; f_z_fl_N; f_x_fr_N; f_y_fr_N; f_z_fr_N;f_x_rl_N; f_y_rl_N; f_z_rl_N; f_x_rr_N;f_y_rr_N; f_z_rr_N;
519.0; 79.392; -40.0; 30.1; 246.1; -40.0; 44.5; 342.5; 54.1; 27.9; 292.6; 54.1; 36.7; 389.0
522.0; 79.871; -40.0; 22.3; 258.4; -40.0; 29.5; 330.2; 54.2; 23.1; 304.9; 54.2; 28.3; 376.8
525.0; 80.351; -39.9; 14.5; 269.8; -39.9; 17.4; 318.8; 54.3; 17.7; 316.4; 54.3; 20.3; 365.4
528.0; 80.831; -39.6; 7.6; 279.2; -39.6; 8.4; 309.3; 54.3; 12.7; 325.8; 54.3; 13.9; 356.0
531.0; 81.311; -5.1; 1.8; 286.7; -5.1; 1.9; 301.8; 19.9; 8.6; 333.3; 19.9; 8.9; 348.5
534.0; 81.791; -4.3; -2.8; 292.4; -4.3; -2.7; 296.0; 19.1; 5.2; 339.1; 19.1; 5.3; 342.7
537.0; 82.271; -4.1; -6.6; 296.9; -4.1; -6.2; 291.6; 19.0; 2.6; 343.6; 19.0; 2.6; 338.3
540.0; 82.750; -4.0; -9.8; 300.5; -4.0; -8.9; 288.0; 18.9; 0.5; 347.2; 18.9; 0.5; 334.7
543.0; 83.230; -3.9; -12.4; 303.6; -3.9; -11.0; 284.9; 18.8; -1.5; 350.3; 18.8; -1.5; 331.6
546.0; 83.709; -3.8; -14.4; 306.5; -3.8; -12.6; 282.0; 18.7; -3.9; 353.2; 18.7; -3.7; 328.7
549.0; 84.189; -3.8; -15.5; 309.3; -3.8; -13.4; 279.2; 18.6; -7.1; 356.0; 18.6; -6.5; 325.8
552.0; 84.669; -3.8; -15.1; 311.9; -3.8; -13.0; 276.6; 18.4; -11.4; 358.6; 18.4; -10.3; 323.2
555.0; 85.150; -3.8; -12.2; 313.8; -3.8; -10.6; 274.7; 18.4; -16.9; 360.4; 18.4; -15.1; 321.4
558.0; 85.632; -39.8; -5.2; 313.6; -39.8; -4.5; 274.8; 54.8; -23.2; 360.4; 54.8; -20.7; 321.5
561.0; 86.113; -39.4; 7.9; 308.8; -39.4; 9.0; 279.2; 56.1; -28.8; 355.9; 56.1; -26.3; 326.4
564.0; 86.595; -38.3; 29.1; 293.8; -38.3; 36.8; 293.0; 59.5; -30.4; 342.1; 59.5; -29.9; 341.3
567.0; 87.079; -36.1; 58.0; 259.2; -36.1; 95.6; 325.2; 66.7; -22.5; 309.9; 66.7; -26.6; 375.9
570.0; 87.568; -32.9; 83.8; 200.8; -32.9; 206.8; 379.7; 79.2; -7.1; 255.4; 79.2; -11.6; 434.4
573.0; 88.040; -3.7; 89.5; 147.2; -3.7; 327.7; 429.1; 66.6; -0.7; 206.0; 66.6; -1.5; 488.0
576.0; 88.475; -3.7; 85.5; 111.5; -3.7; 414.2; 462.4; 75.9; 6.3; 172.7; 75.9; 17.9; 523.6
579.0; 88.884; -3.7; 76.9; 91.1; -3.7; 455.5; 481.9; 79.6; 13.1; 153.3; 79.6; 43.4; 544.1
